"hfpxzc href","xxVWCe","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","UsdlK","Cw1rxd","R8c4Qb","doJOZc","W4Efsd 6","W4Efsd 7","Jn12ke src","ah5Ghc","lcr4fd href","Cw1rxd 2","R8c4Qb 2","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Doctor+Deepak+Gupta/data=!4m7!3m6!1s0x396db5051773a779:0xf173a19b01d529d3!8m2!3d26.8920449!4d75.7721673!16s%2Fg%2F11fghqf6h3!19sChIJeadzFwW1bTkR0ynVAZuhc_E?authuser=0&hl=en&rclk=1","Doctor Deepak Gupta","4.9","(88)","Endocrinologist","·","·","Closed","A-36 , Ground Floor ,Sunder singh Bhandri nagar, New Sanganer Rd, behind felicity near sanjivini hospital","094136 89047","","Directions","","· Opens 8 am","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""He diagnose the diabetics of my friend in a too good way.""","","","","",""
"https://www.google.com/maps/place/Dr+Yadvendra+Gupta/data=!4m7!3m6!1s0x396db69c30dc4be1:0x7fda1eb697d7db08!8m2!3d26.8905606!4d75.8104453!16s%2Fg%2F1ydxc45b9!19sChIJ4UvcMJy2bTkRCNvXl7Ye2n8?authuser=0&hl=en&rclk=1","Dr Yadvendra Gupta","4.8","(81)","Doctor","·","GUPTA CHILD AND GENERAL CLINIC, A-7, Chikitsalaya Marg","·","Closed","099283 81117","","Website","","","· Opens 10 am","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""""very good honest and experienced doctor behaves well towards patients""..!!""","https://book-appointment.healthplix.com/dr-dr-yadvendra-gupta-medicine-bapu-nagar-jaipur","","Directions","",""
"https://www.google.com/maps/place/Bani+Park+Hospital/data=!4m7!3m6!1s0x396db3f14086ee3f:0xb86b3d795b133d98!8m2!3d26.9244552!4d75.7881708!16s%2Fg%2F1tg_k112!19sChIJP-6GQPGzbTkRmD0TW3k9a7g?authuser=0&hl=en&rclk=1","Bani Park Hospital","4.6","(278)","Hospital","·","·","D-9, Kabir Marg","Open 24 hours","0141 220 3864","","Website","","·","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""She was excellently treated by the learnant","http://www.bphospital.net/","","Directions","doctor","and the caring staff."""
"https://www.google.com/maps/place/Dr+sardar+singh+mavaliya/data=!4m7!3m6!1s0x396c4d00ff7b9c11:0xf923b70503d1c30b!8m2!3d26.9737204!4d75.6260715!16s%2Fg%2F11tck6925t!19sChIJEZx7_wBNbDkRC8PRAwW3I_k?authuser=0&hl=en&rclk=1","Dr sardar singh mavaliya","5.0","(20)","Doctor","·","·","Closed","PREM HOSPITAL, Main, Kalwar Rd","","","Directions","","· Opens 9 am","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very knowledgeable and experienced doctor.""","","","","",""
"https://www.google.com/maps/place/Doctor+Vipul+Bhageria+Child+Specialist/data=!4m7!3m6!1s0x396db5545861b6e7:0xca56efa9d0702ec8!8m2!3d26.9031033!4d75.7810351!16s%2Fg%2F11h4qblblq!19sChIJ57ZhWFS1bTkRyC5w0KnvVso?authuser=0&hl=en&rclk=1","Doctor Vipul Bhageria Child Specialist","5.0","(342)","Pediatrician","·","·","38","Closed","089051 04927","","Website","","·","· Opens 8:30 am","","On-site services not available","https://dr-vipul-bhageria.localo.site/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink","","Directions","",""
"https://www.google.com/maps/place/Dr.+Sunil+Saini/data=!4m7!3m6!1s0x396db3d067388ab9:0xa94ad99d3917e178!8m2!3d26.9687978!4d75.7509233!16s%2Fg%2F11tstyr_21!19sChIJuYo4Z9CzbTkReOEXOZ3ZSqk?authuser=0&hl=en&rclk=1","Dr. Sunil Saini","3.0","(2)","General practitioner","·","Shop No, Saini clinic, 21, Benad Rd","·","Closed","080 4006 2162","","Website","","","· Opens 8 am","","","https://www.apollo247.com/doctors/dr-Sunil-Saini-d861f883-1059-4fd9-8fae-3fda7267a679","","Directions","",""
"https://www.google.com/maps/place/Dr.+Rajesh+Bhojwani/data=!4m7!3m6!1s0x396db411e031f8b7:0x68ef4b6657d912d9!8m2!3d26.9062832!4d75.7906608!16s%2Fg%2F11gfgvmsxy!19sChIJt_gx4BG0bTkR2RLZV2ZL72g?authuser=0&hl=en&rclk=1","Dr. Rajesh Bhojwani","4.8","(486)","Gastrointestinal surgeon","·","·","Closed","Mayfair Upasana, Apartments, Parivahan Marg","088900 05999","","Directions","","· Opens 6 pm","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr Bhojwani ji is a very experienced and empathetic","","","","doctor","."""
"https://www.google.com/maps/place/Dr.+B+R+Bagaria/data=!4m7!3m6!1s0x396db3040948d56b:0x859f3197a1f49578!8m2!3d26.9685222!4d75.7733077!16s%2Fg%2F11lf_46t0n!19sChIJa9VICQSzbTkReJX0oZcxn4U?authuser=0&hl=en&rclk=1","Dr. B R Bagaria","4.9","(130)","Orthopedic surgeon","·","·","Room no. 002,floor 1, MANIPAL HOSPITAL JAIPUR, Main, Sikar Rd","Closed","091166 56540","","Website","","·","· Opens 10 am","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Bagaria best","https://www.manipalhospitals.com/jaipur/doctors/dr-br-bagaria-consultant-orthopaedics/","","Directions","doctor","in hospital  in ortho.and best treatment."""
"https://www.google.com/maps/place/Dr+Tanmay+Jain/data=!4m7!3m6!1s0x874275004f61eefd:0x5badf08a22b12910!8m2!3d26.9272252!4d75.8108957!16s%2Fg%2F11ldyb4nrt!19sChIJ_e5hTwB1QocRECmxIorwrVs?authuser=0&hl=en&rclk=1","Dr Tanmay Jain","4.8","(45)","Surgeon","·","1132, Uniyaron Ka Rasta","·","Open 24 hours","094603 80663","","Website","","","","","On-site services","https://drtanmayjain.com/","","Directions","",""
"https://www.google.com/maps/place/Dr.+R+GROVER/data=!4m7!3m6!1s0x396db3fe495ab587:0xe8bc7b297db3f843!8m2!3d26.9207919!4d75.8034867!16s%2Fg%2F11bv3803v0!19sChIJh7VaSf6zbTkRQ_izfSl7vOg?authuser=0&hl=en&rclk=1","Dr. R GROVER","4.9","(228)","Sexologist","·","·","U.M- 62, Ground Floor, Amber Tower, Sansar Chandra Rd","Closed","099296 50592","","Website","","·","· Opens 10:30 am","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr r grover is an excellent and very experienced","https://dr-grover.in/","","Directions","doctor",""""
"https://www.google.com/maps/place/Dr+R+K+Sureka/data=!4m7!3m6!1s0x396db4087550c3f9:0xf1a5f9783542a8e7!8m2!3d26.9172667!4d75.7951652!16s%2Fg%2F11bw4wvnc1!19sChIJ-cNQdQi0bTkR56hCNXj5pfE?authuser=0&hl=en&rclk=1","Dr R K Sureka","4.3","(101)","Neurologist","·","·","Ward 27, 26, 48, Sanjay Marg","Open 24 hours","098292 75749","","Website","","·","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr Sureka sir is top","https://surekaneurophysician.in/","","Directions","doctor",""""
"https://www.google.com/maps/place/Dr.Rajendra+Kasana/data=!4m7!3m6!1s0x396db6a3c095fe25:0x41003a55528f3c36!8m2!3d26.9050382!4d75.814219!16s%2Fg%2F11hd1rqrw2!19sChIJJf6VwKO2bTkRNjyPUlU6AEE?authuser=0&hl=en&rclk=1","Dr.Rajendra Kasana","4.8","(149)","Doctor","·","·","Closed","gate number 1, 306, 3rd floor, akshat retreat (surya hospital wali building, in front of SMS HOSPITAL","093528 59543","","Directions","","· Opens 3 pm","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very good behavior and best knowledge excellent 👌 👏""","","","","",""
"https://www.google.com/maps/place/Dr.+Gaurav+Singhal/data=!4m7!3m6!1s0x396db5e6f38bffff:0x2fe9e7c3a29caf6c!8m2!3d26.9114886!4d75.8007549!16s%2Fg%2F11gg6cckvj!19sChIJ__-L8-a1bTkRbK-cosPn6S8?authuser=0&hl=en&rclk=1","Dr. Gaurav Singhal","4.9","(218)","Cardiologist","·","·","E 72, Chitaranjan Marg","Closed","091663 57346","","Website","","·","· Opens 6 pm","","On-site services","https://www.hhcc.co.in/","","Directions","",""
"https://www.google.com/maps/place/CK+Birla+Hospitals+%7C%7C+RBH/data=!4m7!3m6!1s0x396db5c832f28ec5:0x37e25df9b2082f6d!8m2!3d26.8624464!4d75.7846449!16s%2Fg%2F11cm0cg1rk!19sChIJxY7yMsi1bTkRbS8Isvld4jc?authuser=0&hl=en&rclk=1","CK Birla Hospitals || RBH","4.8","(18,213)","Hospital","·","·","Gopalpura Bypass Rd, near Triveni Bridge","Open 24 hours","074128 90005","","Website","","·","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Wonderful experience, quality and supportive","https://ckbirlahospitals.com/rbh","","Directions","doctors","."""
"https://www.google.com/maps/place/Dr.+Rakesh+Sharma+-+Best+Urologist+in+Jaipur+%7C+Urologist+in+Jaipur+%7C+Urology+Surgeon+in+Jaipur/data=!4m7!3m6!1s0x396dca1fdba3f845:0x130bcddc6104cc9b!8m2!3d26.8881373!4d75.801568!16s%2Fg%2F11gfjry34b!19sChIJRfij2x_KbTkRm8wEYdzNCxM?authuser=0&hl=en&rclk=1","Dr. Rakesh Sharma - Best Urologist in Jaipur | Urologist in Jaipur | Urology Surgeon in Jaipur","4.4","(256)","Urologist","·","·","B-13, 80 feet road, near Kailash Tower","Open 24 hours","090072 96862","","Website","","·","","","On-site services","http://www.jaipururologist.com/","","Directions","",""
"https://www.google.com/maps/place/Dr.+Anil+Kumar+Sharma+General+Physician/data=!4m7!3m6!1s0x396db188d0e61455:0x9a6d5774f9259c52!8m2!3d26.9328953!4d75.8203524!16s%2Fg%2F11v3h04mbp!19sChIJVRTm0IixbTkRUpwl-XRXbZo?authuser=0&hl=en&rclk=1","Dr. Anil Kumar Sharma General Physician","5.0","(43)","Health consultant","·","Shpo No.01, Bhawani Nivas Infrant, Agrasen Colony Khurra, off Punjab National Bank","","","096538 07405","","Directions","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best physician
Excellent clinical skills""","","","","",""
"https://www.google.com/maps/place/Metro+Mas+Hospital/data=!4m7!3m6!1s0x396db5acf0f25487:0xe0f830ecc595e65e!8m2!3d26.8681622!4d75.7683366!16s%2Fg%2F1hm4378h9!19sChIJh1Ty8Ky1bTkRXuaVxeww-OA?authuser=0&hl=en&rclk=1","Metro Mas Hospital","4.3","(5,118)","Hospital","·","·","Shipra Path, Near Technology park","Open 24 hours","0141 666 1234","","Website","","·","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Helpful","https://www.metrohospitals.com/hospital/metro-mas-hospital-jaipur-rajasthan/","","Directions","doctor","Blissful experience
Friendly staff
Nice experience"""
"https://www.google.com/maps/place/Dr+Mohit+Chaturvedi/data=!4m7!3m6!1s0x396db40df40e4a2b:0x10be2012ab09300a!8m2!3d26.906831!4d75.7883236!16s%2Fg%2F11f400b706!19sChIJK0oO9A20bTkRCjAJqxIgvhA?authuser=0&hl=en&rclk=1","Dr Mohit Chaturvedi","4.7","(28)","Doctor","·","A-43, opp. Chief Minister's House","Closed","·","098285 04410","","Directions","","· Opens 7 am","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They listen your problem very carefully and very kind person .""","","","","",""
"https://www.google.com/maps/place/Dr+N+K+Sharma+physician+Best+Medicine+Doctor/data=!4m7!3m6!1s0x396dcb2fef5f4b79:0xaac2343e36b212a2!8m2!3d26.8034756!4d75.8067006!16s%2Fg%2F11nhmcdrtr!19sChIJeUtf7y_LbTkRohKyNj40wqo?authuser=0&hl=en&rclk=1","Dr N K Sharma physician Best Medicine Doctor","5.0","(39)","General practitioner","·","·","Ground floor, Maharshi Hospital, 36/4, opposite JVVNL Electricity Board, near Haldi ghati Gate","Open 24 hours","0141 461 3639","","Website","","·","","","On-site services","https://www.maharshihospital.com/","","Directions","",""
"https://www.google.com/maps/place/DR+JITENDRA+JOSHI+,+Best+physician+in+jaipur/data=!4m7!3m6!1s0x396db3b2f2d8b5f1:0x753d2d21cc5b2953!8m2!3d26.9456293!4d75.7982691!16s%2Fg%2F11w2hvg9fp!19sChIJ8bXY8rKzbTkRUylbzCEtPXU?authuser=0&hl=en&rclk=1","DR JITENDRA JOSHI , Best physician in jaipur","5.0","(1)","Doctor","·","Sumangalam appartment, near Kanwatia hospital","","","098290 30543","","Directions","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best physician in town with a great experience""","","","","",""
"https://www.google.com/maps/place/Dr+S+K+Sharma/data=!4m7!3m6!1s0x396db41279302abf:0xca222d8fdeec9d5a!8m2!3d26.9055525!4d75.7762967!16s%2Fg%2F11c48wnx6q!19sChIJvyoweRK0bTkRWp3s3o8tIso?authuser=0&hl=en&rclk=1","Dr S K Sharma","4.0","(86)","Diabetologist","·","·","Closed","Galaxy Speciality Center, A-1, अजमेर मार्ग, Opposite to Metro Pillar No .67","0141 245 1947","","Directions","","· Opens 9 am","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best experience""","","","","",""
"https://www.google.com/maps/place/Dr.Jaideep+Sharma/data=!4m7!3m6!1s0x396db3001bcd2c8b:0x671e7252bec86ce6!8m2!3d26.990193!4d75.7456299!16s%2Fg%2F11mlzks_kg!19sChIJiyzNGwCzbTkR5mzIvlJyHmc?authuser=0&hl=en&rclk=1","Dr.Jaideep Sharma","","","Doctor","·","Plot Number 102, Gali No. 4, near Ram Mandir","Open 24 hours","·","098872 23351","","Directions","","","","","","","","","",""
"https://www.google.com/maps/place/Dr+Kalyan+Sahay/data=!4m7!3m6!1s0x396db6adbe0a7c29:0xc39f9d612844e64b!8m2!3d26.9253656!4d75.8038383!16s%2Fg%2F1v44ccgc!19sChIJKXwKvq22bTkRS-ZEKGGdn8M?authuser=0&hl=en&rclk=1","Dr Kalyan Sahay","4.1","(232)","Doctor","·","·","Closed","A-42, Jobner Bagh, behind Zanana Hospital Reserve Police Line","093529 77917","","Directions","","· Opens 2 pm","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""I went for my sister's treatment and after 6 months result came positive.""","","","","",""
"https://www.google.com/maps/place/Dr.+Sundeep+Jain/data=!4m7!3m6!1s0x396db3e271aebeb5:0x8675c33dd5bb9dac!8m2!3d26.891948!4d75.8310039!16s%2Fg%2F11hbkcdym_!19sChIJtb6uceKzbTkRrJ271T3DdYY?authuser=0&hl=en&rclk=1","Dr. Sundeep Jain","4.9","(603)","Gastroenterologist","·","·","269, Vashisht Marg","Closed","091166 75733","","Website","","·","· Opens 10 am","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Sundeep Jain is perfectionist and very  professional in his expertise.""","https://drsundeepjain.com/","","Directions","",""
"https://www.google.com/maps/place/Dr+Shashi+Panicker/data=!4m7!3m6!1s0x396db3ee15555555:0x16b4f5404568f23f!8m2!3d26.9320627!4d75.7918503!16s%2Fg%2F1tf41c0s!19sChIJVVVVFe6zbTkRP_JoRUD1tBY?authuser=0&hl=en&rclk=1","Dr Shashi Panicker","4.4","(10)","Doctor","·","·","Open 24 hours","F, Sanjeevani Hospital, 58, Kali Das Marg","0141 228 1580","","Directions","","","·","","","","","","",""
"https://www.google.com/maps/place/Shivkripa+Maternity+And+General+Hospital/data=!4m7!3m6!1s0x396db47918824cdb:0xf76b834446115958!8m2!3d26.9098801!4d75.7751688!16s%2Fg%2F11b6mpxk9s!19sChIJ20yCGHm0bTkRWFkRRkSDa_c?authuser=0&hl=en&rclk=1","Shivkripa Maternity And General Hospital","3.8","(65)","Hospital","·","·","Laxmi Nagar, 4 Dispensary Road, A - 43, ESI Rd","Open 24 hours","0141 245 0777","","Website","","·","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best care by","http://www.shivkripahospital.com/","","Directions","doctor","and staff."""
"https://www.google.com/maps/place/Dr.+Mohammed+Javed/data=!4m7!3m6!1s0x396db5d6857bd0af:0xe09bd20db7c339f1!8m2!3d26.9142858!4d75.7792513!16s%2Fg%2F11fnx64z4f!19sChIJr9B7hda1bTkR8TnDtw3Sm-A?authuser=0&hl=en&rclk=1","Dr. Mohammed Javed","4.6","(78)","Pulmonologist","·","C 362","Closed","","","","Directions","","· Opens 5 pm","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good","","","","doctor","and very easily treatment"""
"https://www.google.com/maps/place/Dr.+Deepak+Sharma+-+General+Physician+%7C+physician+near+me/data=!4m7!3m6!1s0x396db3262e5d8aab:0xca38d14c271a5692!8m2!3d26.864317!4d75.780496!16s%2Fg%2F11xnnxj0fr!19sChIJq4pdLiazbTkRklYaJ0zROMo?authuser=0&hl=en&rclk=1","Dr. Deepak Sharma - General Physician | physician near me","5.0","(12)","Doctor","·","Block A, 212, Gopalpura Bypass Rd","·","Closed","085294 27114","","Website","","","· Opens 6 pm","","On-site services not available","https://priyushhospital.com/dr-deepak-sharma","","Directions","",""
"https://www.google.com/maps/place/Dr.+Deepak+Gupta+child+hospital/data=!4m7!3m6!1s0x396db5804b093477:0x950378edfd949673!8m2!3d26.908852!4d75.7835338!16s%2Fg%2F11ft2kscl6!19sChIJdzQJS4C1bTkRc5aU_e14A5U?authuser=0&hl=en&rclk=1","Dr. Deepak Gupta child hospital","4.7","(32)","Hospital","·","D-5","","","","","Directions","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best hospital
Dr Deepak Gupta sir behavior very nice""","","","","",""
"https://www.google.com/maps/place/Dr.+Niharika+Chugh/data=!4m7!3m6!1s0x396db551ef115155:0xbc3b25bb99f7a02a!8m2!3d26.902884!4d75.78588!16s%2Fg%2F11fj3m1y93!19sChIJVVER71G1bTkRKqD3mbslO7w?authuser=0&hl=en&rclk=1","Dr. Niharika Chugh","3.9","(67)","ENT Specialist","·","Plot No. S-6, Hawa Sadak Rd, opp. Mangalam GeejGarh House","Closed","","","","Directions","","· Opens 11:30 am","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best treatment for gfc prp in radiant  skin  clinic  of Dr Vishal""","","","","",""
"https://www.google.com/maps/place/Hari+Karunanidhan+Cardiac+Care/data=!4m7!3m6!1s0x396db5d956db08a9:0xc4f057ba407d2fa0!8m2!3d26.9129195!4d75.7971994!16s%2Fg%2F11ty2twss_!19sChIJqQjbVtm1bTkRoC99QLpX8MQ?authuser=0&hl=en&rclk=1","Hari Karunanidhan Cardiac Care","5.0","(89)","Cardiologist","·","·","Dhuleshwar Garden, Sardar Patel Marg, behind HSBC Bank","Open 24 hours","097999 58126","","Website","","·","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hygienic & good staff
Trained","https://www.harikarunanidhancardiaccare.in/","","Directions","doctors",""""
"https://www.google.com/maps/place/Dr.+Narendra+Singh/data=!4m7!3m6!1s0x396db5c6cb67e621:0x293516ac4401eb9d!8m2!3d26.9055152!4d75.7806239!16s%2Fg%2F11sm7p2y8z!19sChIJIeZny8a1bTkRnesBRKwWNSk?authuser=0&hl=en&rclk=1","Dr. Narendra Singh","5.0","(26)","Orthopedic clinic","·","69, Hari Marg","","","","","Directions","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good","","","","doctor","and nice behaviour"""
"","","","","","","","","","","","","","","","","","","","","",""
