"hfpxzc href","xxVWCe","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","ah5Ghc","doJOZc","W4Efsd 7","Jn12ke src"
"https://www.google.com/maps/place/Physioveda/data=!4m7!3m6!1s0x396db5e25a2538df:0xb808ce8a5deba24c!8m2!3d26.8764836!4d75.7949604!16s%2Fg%2F11kbwfvf31!19sChIJ3zglWuK1bTkRTKLrXYrOCLg?authuser=0&hl=en&rclk=1","Physioveda","5.0","(510)","Physiotherapist","·","·","Closed","· Opens 6 am","19, kalyan colony Gali no 20 ,near BL house ,tonk phatak","070149 39260","https://www.instagram.com/physiovedjaipur?igsh=dnQwOWJsNnpyY2Rr&utm_source=qr","","Website","","Directions","On-site services","","·",""
"https://www.google.com/maps/place/Dr+Manuj+Joshi+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db5db9452fef3:0x2f0b2d2200029474!8m2!3d26.8814795!4d75.7520995!16s%2Fg%2F11y41rw0wx!19sChIJ8_5SlNu1bTkRdJQCACItCy8?authuser=0&hl=en&rclk=1","Dr Manuj Joshi Physiotherapy Clinic","5.0","(104)","Chiropractor","·","53, Kings Rd, near Mansarovar Metro Station","Closed","· Opens 9 am","·","086193 60651","https://www.manujjoshiphysio.com/","","Website","","Directions","On-site services","","",""
"https://www.google.com/maps/place/A2Z+Physiotherapy+Clinic+%7C+Neuro+and+Ortho+Best+Physiotherapy+Center+and+Nursing+Home+Care+at+Agra+Road,+Jaipur/data=!4m7!3m6!1s0x396db92bbb24954d:0x16b9478a9733880b!8m2!3d26.8884637!4d75.8857744!16s%2Fg%2F11hyp9smw0!19sChIJTZUkuyu5bTkRC4gzl4pHuRY?authuser=0&hl=en&rclk=1","A2Z Physiotherapy Clinic | Neuro and Ortho Best Physiotherapy Center and Nursing Home Care at Agra Road, Jaipur","5.0","(308)","Physiotherapy Center","·","·","Closed","· Opens 8 am","prem nagar puliya, Agra Rd, near Ultimate Fitness Gym, opposite Gems Garden","098875 75858","https://www.instagram.com/a2z_physiotherapyclinic","","Website","","Directions","On-site services","","·",""
"https://www.google.com/maps/place/MM+Physio+Spine+%26+Pain+Clinic/data=!4m7!3m6!1s0x396db76423211461:0xf8917263a522984b!8m2!3d26.8679172!4d75.890197!16s%2Fg%2F11n56qbfv_!19sChIJYRQhI2S3bTkRS5gipWNykfg?authuser=0&hl=en&rclk=1","MM Physio Spine & Pain Clinic","5.0","(4)","Physiotherapist","·","Shop Number 2, Goner Rd, near Mohan lal meena office, near SBI ATM","Closed","· Opens 9 am","","","","","Directions","","","""Good working and nice behaviour
Best treatment…..""","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Step+Forward+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db5c699bcefa9:0x5e6f725fafc1a4b4!8m2!3d26.830044!4d75.8145689!16s%2Fg%2F11jpdzwrmb!19sChIJqe-8mca1bTkRtKTBr19yb14?authuser=0&hl=en&rclk=1","Step Forward Physiotherapy Clinic","5.0","(12)","Physiotherapist","·","136, Nand Vihar Rd","Closed","· Opens 10 am","·","094142 50112","http://www.stepforwardphysio.in/","","Website","","Directions","""From day one he listened carefully tailored the treatment to my needs""","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Tetarwal+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db58683cd9f41:0x3e3739c73732feac!8m2!3d26.9052852!4d75.7290687!16s%2Fg%2F11m_822vt9!19sChIJQZ_Ng4a1bTkRrP4yN8c5Nz4?authuser=0&hl=en&rclk=1","Tetarwal Physiotherapy Clinic","5.0","(20)","Physiotherapy Center","·","Gandhi Path Rd","Open 24 hours","","·","097839 00606","https://tetarwal-physiotherapy.grexa.site/","","Website","","Directions","On-site services","","",""
"https://www.google.com/maps/place/Dr.+Girraj+Gurjar+SDN+physiotherapy+clinic./data=!4m7!3m6!1s0x396dc97342d585ab:0x79369c64af30a9f3!8m2!3d26.7650805!4d75.844473!16s%2Fg%2F11t4hk2wyf!19sChIJq4XVQnPJbTkR86kwr2ScNnk?authuser=0&hl=en&rclk=1","Dr. Girraj Gurjar SDN physiotherapy clinic.","4.6","(27)","Physiotherapy Center","·","·","Closed","· Opens 4 pm","Plot no. 20 Lajpat Nagar, Goner Mod Flyover, near chokhi Dhani","076118 44222","","","Directions","","","""Very good behavier and nice treatment approach""","","·","https://ssl.gstatic.com/local/servicebusiness/default_user.png"
"https://www.google.com/maps/place/Dr+Nidhi+Sharma+-+Female+Physiotherapist+in+Jaipur/data=!4m7!3m6!1s0x396db58bdaa950eb:0xf7c0da86799a8027!8m2!3d26.8899761!4d75.7689199!16s%2Fg%2F11gr2y6ljc!19sChIJ61Cp2ou1bTkRJ4CaeYbawPc?authuser=0&hl=en&rclk=1","Dr Nidhi Sharma - Female Physiotherapist in Jaipur","5.0","(148)","Physiotherapist","·","·","Closed","· Opens 9 am","shyam nagar,New Sanganer Road, Gopalpura Bypass Rd","088758 28200","http://www.myphysioindia.in/","","Website","","Directions","On-site services","","·",""
"https://www.google.com/maps/place/Life+Care+Physiotherapy+Clinic/data=!4m7!3m6!1s0x396db4f553fbc45f:0x3fc034275ec46a89!8m2!3d26.8920876!4d75.7601845!16s%2Fg%2F11f1wrbdms!19sChIJX8T7U_W0bTkRiWrEXic0wD8?authuser=0&hl=en&rclk=1","Life Care Physiotherapy Clinic","4.9","(211)","Chiropractor","·","·","Closed","· Opens 7:30 am","H-7, Kishan marg, Basement, Jan Path","078783 49495","https://lifecarephysiotherapyclinic.com/","","Website","","Directions","On-site services","","·",""
"https://www.google.com/maps/place/Dr.+Abhishek+Chandra+-MS,+MCh.+%28India%27s+1st+Superspecialist+Doctor+in+Sports+Injury%29+Most+advanced+centre+for+Knee+%26+Shoulder/data=!4m7!3m6!1s0x396db7a0dbf716ed:0x99e54efc3921f918!8m2!3d26.8540841!4d75.8199567!16s%2Fg%2F11l5qxpc9c!19sChIJ7Rb326C3bTkRGPkhOfxO5Zk?authuser=0&hl=en&rclk=1","Dr. Abhishek Chandra -MS, MCh. (India's 1st Superspecialist Doctor in Sports Injury) Most advanced centre for Knee & Shoulder","5.0","(130)","Orthopedic surgeon","·","·","Closed","· Opens 4 pm","A 235, Shivanand Marg","081005 96888","","","Directions","","","On-site services","","·",""
"https://www.google.com/maps/place/Dr.+Pankaj+Sharma+Healthful+You+Jaipur/data=!4m7!3m6!1s0x396db3605f909e03:0xae38bada05cc3e5f!8m2!3d26.8939966!4d75.7448696!16s%2Fg%2F11f0w_cths!19sChIJA56QX2CzbTkRXz7MBdq6OK4?authuser=0&hl=en&rclk=1","Dr. Pankaj Sharma Healthful You Jaipur","4.6","(19)","Chiropractor","·","·","Closed","· Opens 9 am","103, Heera Nagar, Ajmer Road, opposite Shivgyan Heights, near Vaishali Nagar","075972 22233","","","Directions","","","","","·",""
"https://www.google.com/maps/place/The+PhysioRehab/data=!4m7!3m6!1s0x396db4ef1471f515:0x6ec52c4390e44898!8m2!3d26.8807112!4d75.7447855!16s%2Fg%2F1q69k8jr8!19sChIJFfVxFO-0bTkRmEjkkEMsxW4?authuser=0&hl=en&rclk=1","The PhysioRehab","4.9","(204)","Chiropractor","·","65-Basement, Udai Nagar - A, Behind Kshitiz Hospital Near Mansarover Metro Station Opp Piller no. 3 Nirman Nagar","Closed","· Opens 8 am","·","098286 00634","http://www.thephysiorehab.com/","","Website","","Directions","On-site services","","",""
