"hfpxzc href","xxVWCe","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2","ah5Ghc","Jn12ke src","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Raksheet+Hospital/data=!4m7!3m6!1s0x396db5a25327b797:0xbed8a1d876eaf12b!8m2!3d26.8486266!4d75.7714345!16s%2Fg%2F1tddqln6!19sChIJl7cnU6K1bTkRK_Hqdtih2L4?authuser=0&hl=en&rclk=1","Raksheet Hospital","4.7","(191)","Pediatrician","·","","·","94/118, Vijay Path","Closed","· Opens 10 am","·","087641 44876","http://www.raksheethospital.com/","","Website","","Directions","""","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Dr",". Rajesh Jain is very experienced and knowledgeable pediatrician."""
"https://www.google.com/maps/place/Dr.+Pooja+Dixit/data=!4m7!3m6!1s0x396db56dfd2653bf:0x317d4f031a9b8710!8m2!3d26.8669554!4d75.7693906!16s%2Fg%2F11jz9pbfww!19sChIJv1Mm_W21bTkREIebGgNPfTE?authuser=0&hl=en&rclk=1","Dr. Pooja Dixit","4.9","(100)","Psychiatrist","·","","Health care Tower, Shipra Path, in front of METRO MAS HOSPITAL","·","Closed","· Opens 5:30 pm","","096499 40739","https://drpoojadixit.com/","","Website","","Directions","On-site services","","",""
"https://www.google.com/maps/place/Kansal+Hospital/data=!4m7!3m6!1s0x396db598d118c9c9:0x7f5ef074a2d73e1!8m2!3d26.844139!4d75.766452!16s%2Fg%2F11d_w5b9yv!19sChIJyckY0Zi1bTkR4XMtSgfv9Qc?authuser=0&hl=en&rclk=1","Kansal Hospital","4.3","(6)","Hospital","·","","·","Aggarwal Farm, 120/238, Indra Path","Open 24 hours","","·","097835 94360","","","Directions","","","""Thanks for your help.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png","",""
"https://www.google.com/maps/place/Dr+Anant+Gupta+Gastroenterologist/data=!4m7!3m6!1s0x396db599df118fe3:0xf2a57b722e6ecfab!8m2!3d26.841421!4d75.774311!16s%2Fg%2F11r_wq3rx_!19sChIJ448R35m1bTkRq89uLnJ7pfI?authuser=0&hl=en&rclk=1","Dr Anant Gupta Gastroenterologist","4.9","(207)","Medical clinic","·","","·","Agarwal Farm, 119/ 337, Vikramaditya Marg","Closed","· Opens 9 am Fri","·","099864 19199","","","Directions","","","""Great doctor, listens to their patient and gives great treatment!""","https://ssl.gstatic.com/local/servicebusiness/default_user.png","",""
"https://www.google.com/maps/place/Dr.+Utkarsh+Agrawal+-+Spine+Surgeon+in+Jaipur+%7C+Sparsh+Spine+Clinic/data=!4m7!3m6!1s0x396db50479f34c21:0x53030fdd538c7747!8m2!3d26.8410035!4d75.7435098!16s%2Fg%2F11rp490nmk!19sChIJIUzzeQS1bTkRR3eMU90PA1M?authuser=0&hl=en&rclk=1","Dr. Utkarsh Agrawal - Spine Surgeon in Jaipur | Sparsh Spine Clinic","4.9","(75)","Medical clinic","·","","·","A-15 Basement, Ksheer Sagar, Patrakar Colony Main Rd","Closed","· Opens 11 am","·","098264 17547","https://jaipurspinesurgeon.in/","","Website","","Directions","On-site services","","",""
"https://www.google.com/maps/place/Chandraj+Oral+and+Dentofacial+Clinic/data=!4m7!3m6!1s0x396db5986a72d293:0x648f6e39511b2087!8m2!3d26.8464939!4d75.7701619!16s%2Fg%2F1tjbqkrz!19sChIJk9Jyapi1bTkRhyAbUTluj2Q?authuser=0&hl=en&rclk=1","Chandraj Oral and Dentofacial Clinic","5.0","(1,240)","Dental clinic","·","","·","111/184 first floor Madhyam Marg, Ram Tirth Marg","Closed","· Opens 8:58 am","·","093141 42160","http://www.chandrajdentalclinic.com/","","Website","","Directions","""The","https://ssl.gstatic.com/local/servicebusiness/default_user.png","doctors","are very knowledgeable and experienced.Great ambience and staff."""
"https://www.google.com/maps/place/DR+GURU+HOMOEOPATHY/data=!4m7!3m6!1s0x396db56e0b058c87:0xb94c3057e7992148!8m2!3d26.8425695!4d75.7477161!16s%2Fg%2F11pc4rgkv1!19sChIJh4wFC261bTkRSCGZ51cwTLk?authuser=0&hl=en&rclk=1","DR GURU HOMOEOPATHY","5.0","(59)","Medical clinic","·","","Neemde Wale Balaji Ke Samne, In Ashirwad Healthcare, Patrakar Colony Rd","·","Closed","· Opens 5:30 pm","","090796 65107","","","Directions","","","""Taken treatment for acne and got the best results""","https://ssl.gstatic.com/local/servicebusiness/default_user.png","",""
"https://www.google.com/maps/place/Dr+Chandra+physiotherapy+patarkar+mansarovar/data=!4m7!3m6!1s0x396db537a06acfb1:0xda0f8159b5bba29c!8m2!3d26.845139!4d75.7498438!16s%2Fg%2F11t2bxt28r!19sChIJsc9qoDe1bTkRnKK7tVmBD9o?authuser=0&hl=en&rclk=1","Dr Chandra physiotherapy patarkar mansarovar","4.9","(123)","Physiotherapist","·","","·","Sharma medical store, Patrakar Colony Rd, near home cabinates","Closed","· Opens 9 am","·","086190 25115","https://dr-chandra-physiotherapy.grexa.site/","","Website","","Directions","""The","https://ssl.gstatic.com/local/servicebusiness/default_user.png","clinic","environment is clean, well-equipped, and patient-friendly."""
"https://www.google.com/maps/place/Dr.Ashish+Sharma+Physiotherapy/data=!4m7!3m6!1s0x396db5aa7a7eb833:0xc4fc3240dcd2525b!8m2!3d26.8589094!4d75.7564607!16s%2Fg%2F11hb2hdnw4!19sChIJM7h-eqq1bTkRW1LS3EAy_MQ?authuser=0&hl=en&rclk=1","Dr.Ashish Sharma Physiotherapy","4.8","(75)","Physiotherapist","·","","·","67/35, Petrol Pump, Near, Heera Path","Closed","· Opens 4:30 pm","","","","","Directions","","","""The","https://ssl.gstatic.com/local/servicebusiness/default_user.png","clinic","environment is clean, and the sessions are well-structured."""
"https://www.google.com/maps/place/Dr+Priyanka+Sharma+%28MBBS,+MD+Dermatology%29/data=!4m7!3m6!1s0x396db448394c303b:0x68b61f673e776dfe!8m2!3d26.870698!4d75.7749146!16s%2Fg%2F11fyljg6bb!19sChIJOzBMOUi0bTkR_m13Pmcftmg?authuser=0&hl=en&rclk=1","Dr Priyanka Sharma (MBBS, MD Dermatology)","4.8","(2,693)","Dermatologist","·","","·","Riddhi Siddhi clinic 122, Mohan Nagar Gate No 8, Mansarovar Link Rd, near Mangalam Electronic Market Before, near Ridhhi Sidhhi Circle","Closed","· Opens 9 am","·","094147 80777","https://www.collagenclinics.in/","","Website","","Directions","On-site services","","",""
"https://www.google.com/maps/place/Dr.+B.+Lal+Clinical+Laboratory+-+Patel+Marg,+Mansarovar/data=!4m7!3m6!1s0x396db5a48ff77dbf:0xdce21c2f70d55645!8m2!3d26.8532531!4d75.7697945!16s%2Fg%2F11cls_cnn9!19sChIJv333j6S1bTkRRVbVcC8c4tw?authuser=0&hl=en&rclk=1","Dr. B. Lal Clinical Laboratory - Patel Marg, Mansarovar","4.9","(121)","Diagnostic center","·","","·","No. 70/41, opp. Rastogi HP Gas","Closed","· Opens 7:30 am","·","093140 23669","https://blallab.com/","","Website","","Directions","""Staff were polite and explained the process clearly.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png","",""
"https://www.google.com/maps/place/Dr.+Yogendra+Singh-+Diabetes+doctor,+Thyroid+Specialist+in+Jaipur/data=!4m7!3m6!1s0x396db7bfaee58d1d:0x5cb9166755efc23e!8m2!3d26.8674694!4d75.7690476!16s%2Fg%2F11fctyvd8w!19sChIJHY3lrr-3bTkRPsLvVWcWuVw?authuser=0&hl=en&rclk=1","Dr. Yogendra Singh- Diabetes doctor, Thyroid Specialist in Jaipur","4.8","(19)","Diabetologist","·","","Manglam Plus Medicity Hospital, Shipra Path","·","Closed","· Opens 10 am","","070142 91191","http://dryogendrasingh.in/","","Website","","Directions","","","",""
"https://www.google.com/maps/place/Prakash+Eye+Hospital+and+Laser+Center/data=!4m7!3m6!1s0x396db5ffb8676475:0xbc861d9ba2653db5!8m2!3d26.8529995!4d75.7666331!16s%2Fg%2F11h5w8tg6f!19sChIJdWRnuP-1bTkRtT1lopsdhrw?authuser=0&hl=en&rclk=1","Prakash Eye Hospital and Laser Center","5.0","(677)","Hospital","·","","80/57, Madhyam Marg, near Patel Marg","·","Closed","· Opens 10 am","","095495 43654","http://www.prakasheyehospital.com/","","Website","","Directions","""Staf polite and hasmukh","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Doctor","very experience and reasonable pricing"""
"https://www.google.com/maps/place/Maheshwari+Dental+Clinic/data=!4m7!3m6!1s0x396db5a17f418651:0xb887976656cbf561!8m2!3d26.8640526!4d75.7561166!16s%2Fg%2F1tfhdtxr!19sChIJUYZBf6G1bTkRYfXLVmaXh7g?authuser=0&hl=en&rclk=1","Maheshwari Dental Clinic","4.1","(109)","Dental clinic","·","","·","48, 103, Rajat Path","Closed","· Opens 8 am","·","098292 92252","http://maheshwaridentalclinic.com/","","Website","","Directions","""Very knowledgeable","https://ssl.gstatic.com/local/servicebusiness/default_user.png","doctor","& very great experience 👍"""
"https://www.google.com/maps/place/Misra+Eye+Hospital+%28Dr+Pramod+Misra%29+Fee+500rs/data=!4m7!3m6!1s0x396db5a8ffffffff:0x49859d8ea2fd3b3d!8m2!3d26.856367!4d75.767207!16s%2Fg%2F1tnk_tdy!19sChIJ_____6i1bTkRPTv9oo6dhUk?authuser=0&hl=en&rclk=1","Misra Eye Hospital (Dr Pramod Misra) Fee 500rs","3.9","(73)","Eye care center","·","","Main Gate, 71/79, opposite K V No 5","·","Closed","· Opens 8 am","","0141 278 4653","","","Directions","","","""Dr.Mishra was very attentive,kind and explained everything with clarity.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png","",""
"https://www.google.com/maps/place/Teeth+%26+More+Dental+Clinic/data=!4m7!3m6!1s0x396db50030da10a9:0xea54ee4b019a404a!8m2!3d26.851311!4d75.75534!16s%2Fg%2F11z9wj2ry0!19sChIJqRDaMAC1bTkRSkCaAUvuVOo?authuser=0&hl=en&rclk=1","Teeth & More Dental Clinic","5.0","(59)","Dental clinic","·","","·","22 22a, Patrakar Colony Rd","Closed","· Opens 10:30 am","·","079764 58600","http://www.teethandmore.in/","","Website","","Directions","""Had my scaling done with","https://ssl.gstatic.com/local/servicebusiness/default_user.png","doctor","Ritika and it was so smooth and pain free."""
"https://www.google.com/maps/place/Dr.Mahendra+Singh+Punia/data=!4m7!3m6!1s0x396db5512e9d2ed9:0xe554c81af472581!8m2!3d26.8578889!4d75.7730582!16s%2Fg%2F11ny09jyzy!19sChIJ2S6dLlG1bTkRgSVHr4FMVQ4?authuser=0&hl=en&rclk=1","Dr.Mahendra Singh Punia","5.0","(172)","Urologist","·","","7/C-02, Suvira Hospital, Shipra Path","·","Closed","· Opens 9 am","","094626 82101","http://drmahendrapuniaurologist.com/","","Website","","Directions","On-site services","","",""
"https://www.google.com/maps/place/Dr.+Shraddha+Goel+%7C+PCOSmetic+Gyne+Clinic,+Jaipur/data=!4m7!3m6!1s0x396db51c6146ebeb:0xb98c7b707863c1!8m2!3d26.8509497!4d75.755094!16s%2Fg%2F11fnbdjpf1!19sChIJ6-tGYRy1bTkRwWN4cHuMuQA?authuser=0&hl=en&rclk=1","Dr. Shraddha Goel | PCOSmetic Gyne Clinic, Jaipur","4.8","(118)","Gynecologist","·","","·","19, Mahaveer Nagar, A, Patrakar Colony Rd","Closed","· Opens 8 am","·","094629 55114","https://drshraddhapcosclinic.in/?utm_source=gmb&utm_medium=organic&utm_campaign=gmbtraffic","","Website","","Directions","On-site services","","",""
"https://www.google.com/maps/place/Dr+Sonali+Sharma/data=!4m7!3m6!1s0x396db5aa30d9f39f:0xa7eb76a10d439e12!8m2!3d26.8440686!4d75.7477523!16s%2Fg%2F11v1580hl_!19sChIJn_PZMKq1bTkREp5DDaF266c?authuser=0&hl=en&rclk=1","Dr Sonali Sharma","4.9","(64)","Obstetrician-gynecologist","·","","·","Plot. no 22 sheer Sagar Colony, Patrakar Colony Rd, near HP Petrol Pump","Closed","· Opens 5 pm","·","088499 19007","","","Directions","","","""Good experience with Dr sonali sharma mam and she is treat me nicely.""","https://ssl.gstatic.com/local/servicebusiness/default_user.png","",""
"https://www.google.com/maps/place/Dr.+Sushil+Kumar+Jain+Gastroenterologist/data=!4m7!3m6!1s0x396db5310ee68035:0xe4daa18b5e2c025e!8m2!3d26.8579669!4d75.7599893!16s%2Fg%2F11sr8bjfzb!19sChIJNYDmDjG1bTkRXgIsXouh2uQ?authuser=0&hl=en&rclk=1","Dr. Sushil Kumar Jain Gastroenterologist","4.7","(88)","Medical clinic","·","","·","69/85, Main, VT Rd","Closed","· Opens 9 am","·","094620 67445","https://www.acegastrojaipur.com/","","Website","","Directions","On-site services not available","","",""
"https://www.google.com/maps/place/Thyrocare+Mansarovar+Jaipur/data=!4m7!3m6!1s0x396db5165c8cade5:0xc72fac727f3f11ef!8m2!3d26.8435842!4d75.7686359!16s%2Fg%2F11fm71y80v!19sChIJ5a2MXBa1bTkR7xE_f3KsL8c?authuser=0&hl=en&rclk=1","Thyrocare Mansarovar Jaipur","4.7","(40)","Diagnostic center","·","","·","124/20","Open 24 hours","","·","080035 60002","https://www.thyrocare.com/location/RAJASTHAN/JAIPUR/MANSAROVAR-RAJ66?labNearMe=true","","Website","","Directions","On-site services","","",""
"https://www.google.com/maps/place/Dr.+Mukesh+Jain+%28Professor%29+S.M.S.+Hospital/data=!4m7!3m6!1s0x396db5a6d1b321f1:0x2fb28d66e9183ca8!8m2!3d26.8517035!4d75.7647945!16s%2Fg%2F11f2ckc5jq!19sChIJ8SGz0aa1bTkRqDwY6WaNsi8?authuser=0&hl=en&rclk=1","Dr. Mukesh Jain (Professor) S.M.S. Hospital","4.2","(87)","Gastroenterologist","·","","·","80/25, Patel Marg","Closed","· Opens 4 pm","·","094143 23607","","","Directions","","","On-site services","","",""
"https://www.google.com/maps/place/Smilera+Dental+Clinic/data=!4m7!3m6!1s0x396db56463ed080f:0x6e47988b65c217e8!8m2!3d26.8645175!4d75.7579579!16s%2Fg%2F11rwrc60sx!19sChIJDwjtY2S1bTkR6BfCZYuYR24?authuser=0&hl=en&rclk=1","Smilera Dental Clinic","4.9","(254)","Dental clinic","·","","61/219, Ground Floor, Rajat Path","·","Closed","· Opens 10 am","","075042 42075","http://www.smilera.co.in/","","Website","","Directions","""Had a very good experience very nice","https://ssl.gstatic.com/local/servicebusiness/default_user.png","doctor","very helpful staff"""
"https://www.google.com/maps/place/Puru+Eye+Hospital/data=!4m7!3m6!1s0x396db5c4cccfe01f:0x6c36d6114b6387bf!8m2!3d26.8610956!4d75.7734217!16s%2Fg%2F1thxtmcv!19sChIJH-DPzMS1bTkRv4djSxHWNmw?authuser=0&hl=en&rclk=1","Puru Eye Hospital","4.8","(568)","Hospital","·","","·","76/7, Shipra Path, opposite Landscape park","Closed","· Opens 9 am","·","094140 65020","http://purueyehospital.com/","","Website","","Directions","""Experienced","https://ssl.gstatic.com/local/servicebusiness/default_user.png","doctor",",
Good diagnosis,
Satisfactory suggestions"""
"https://www.google.com/maps/place/Dr+Meetu+Jain+-+Best+Oncologist+in+Jaipur+%7C+HCG+Cancer+Hospital+Mansarovar/data=!4m7!3m6!1s0x396db51b3fb17e1d:0xa53deded2846aeeb!8m2!3d26.8675621!4d75.7694623!16s%2Fg%2F11mzjcc_g1!19sChIJHX6xPxu1bTkR665GKO3tPaU?authuser=0&hl=en&rclk=1","Dr Meetu Jain - Best Oncologist in Jaipur | HCG Cancer Hospital Mansarovar","","","Oncologist","·","","·","Shipra Path","Closed","· Opens 9 am","·","080 4293 0898","https://www.hcgoncology.com/doctors/dr-meetu-jain/","","Website","","Directions","On-site services","","",""
"https://www.google.com/maps/place/Ayush+Child+Clinic/data=!4m7!3m6!1s0x396db598245ee3cb:0x8a65618dfb03c397!8m2!3d26.8447382!4d75.7704997!16s%2Fg%2F1v4prd8y!19sChIJy-NeJJi1bTkRl8MD-41hZYo?authuser=0&hl=en&rclk=1","Ayush Child Clinic","4.5","(23)","Children's hospital","·","","·","Thadi Market","Closed","· Opens 9:30 am","·","098291 18485","","","Directions","","","""Very good","https://ssl.gstatic.com/local/servicebusiness/default_user.png","doctor","."""
"https://www.google.com/maps/place/Dr.+Hair+India/data=!4m7!3m6!1s0x396db44c4b491415:0xa4eb993d941066e4!8m2!3d26.8489502!4d75.7743097!16s%2Fg%2F11bym_tfc_!19sChIJFRRJS0y0bTkR5GYQlD2Z66Q?authuser=0&hl=en&rclk=1","Dr. Hair India","4.8","(558)","Hair transplantation clinic","·","","·","111/398, Vijay Path, opp. Shipra banquet, near Shipra Path","Closed","· Opens 10 am","·","072400 05000","https://drhairindia.com/","","Website","","Directions","On-site services","","",""
"https://www.google.com/maps/place/Baby+%26+Beyond,+Goyal+Child+Clinic/data=!4m7!3m6!1s0x396db5b59635c80d:0x9b6b1490de71b7e0!8m2!3d26.8530128!4d75.7697186!16s%2Fg%2F1pp2x95vx!19sChIJDcg1lrW1bTkR4Ldx3pAUa5s?authuser=0&hl=en&rclk=1","Baby & Beyond, Goyal Child Clinic","4.5","(14)","Pediatrician","·","","91 /44, Patel Marg, near Rastogi gas agency","·","Closed","· Opens 9 am","","088249 96587","","","Directions","","","""","https://ssl.gstatic.com/local/servicebusiness/default_user.png","Dr",". Rajkumar Goyal is a great"
